name,group_name,score,ticker,inception_date,portfolio_date,equity_percentage,holdings
Saratoga Mid Capitalization A,Mid Blend,93.74,SPMAX,6/28/2002,6/30/2015,98.2,62
Saratoga Small Capitalization I,Small Blend,97.23,SSCPX,9/1/1994,6/30/2015,90.59,55
Sarofim Equity,Large Blend,64.75,SRFMX,1/17/2014,3/31/2015,99.87,75
Satuit Capital US Emerging Companies A,Small Growth,98.94,SATMX,12/12/2000,5/31/2015,96.88,91
Satuit Capital US Small Cap A,Small Growth,91.42,SATSX,4/1/2013,5/31/2015,99.87,79
Satuit Capital US Smid Cap A,Small Growth,95.21,SATDX,4/1/2013,5/31/2015,95.43,84
Scharf Institutional,Large Blend,86.37,LOGIX,12/30/2011,3/31/2015,83.77,30
Schneider Small Cap Value,Small Value,98.25,SCMVX,9/2/1998,3/31/2015,92.48,56
Schneider Value,Large Value,88.76,SCMLX,9/30/2002,3/31/2015,92.14,40
Schroder North American Equity Inv,Large Blend,27.5,SNAEX,9/17/2003,6/30/2015,98.05,361
Schroder US Opportunities Inv,Small Blend,89.42,SCUIX,8/6/1993,6/30/2015,92.99,130
Schroder US Small and Mid Cap Opps Adv,Mid Blend,88.96,SMDVX,3/31/2006,6/30/2015,92.62,113
Schwab 1000 Index,Large Blend,23.38,SNXFX,4/2/1991,6/30/2015,99.43,989
Schwab Core Equity,Large Blend,68.79,SWANX,7/1/1996,6/30/2015,98.68,116
Schwab Dividend Equity,Large Value,66.73,SWDSX,9/2/2003,6/30/2015,98.84,114
Schwab Fdmtl US Lg Co Idx,Large Value,60.02,SFLNX,4/2/2007,6/30/2015,97.82,645
Schwab Fdmtl US Sm Co Idx,Small Blend,57.35,SFSNX,4/2/2007,6/30/2015,99.01,903
Schwab Large-Cap Growth,Large Growth,75.05,SWLSX,10/3/2005,6/30/2015,98.63,98
Schwab Small Cap Index,Small Blend,38.56,SWSSX,5/20/1997,6/30/2015,99.26,"1,981"
Schwab Small-Cap Equity,Small Blend,86.49,SWSCX,7/1/2003,6/30/2015,98.78,313
Schwab Total Stock Market Index,Large Blend,29.78,SWTSX,6/1/1999,6/30/2015,99.13,"2,495"
Schwab S&P 500 Index,Large Blend,13.65,SWPPX,5/20/1997,6/30/2015,99.59,506
Schwartz Value,Large Value,97.58,RCMFX,6/30/1983,6/30/2015,97.06,41
Scotia Dynamic U.S. Growth I,Mid Growth,90.77,DWUGX,4/1/2009,5/31/2015,91.11,25
Scout Equity Opportunity,Mid Growth,95.67,SEOFX,3/28/2014,6/30/2015,96.97,64
Scout Mid Cap,Mid Blend,85.36,UMBMX,10/31/2006,6/30/2015,96.76,123
Scout Small Cap,Small Growth,94.74,UMBHX,11/17/1986,6/30/2015,99.04,67
Segall Bryant & Hamill All Cap,Large Growth,79.82,SBHAX,7/31/2013,3/31/2015,97.21,63
Segall Bryant & Hamill Small Cap Val,Small Value,93.84,SBHVX,7/31/2013,3/31/2015,91.63,84
SEI Dynamic Asset Allocation A (SIIT),Large Blend,13.66,SDLAX,7/30/2010,7/31/2015,97.92,512
SEI Extended Market Index A (SIIT),Mid Growth,86.07,SMXAX,2/28/2013,7/31/2015,97.57,"2,312"
SEI Large Cap A (SIIT),Large Blend,51.92,SLCAX,6/14/1996,7/31/2015,96.44,359
SEI Large Cap A (SIMT),Large Blend,51.65,SLGAX,9/30/2009,7/31/2015,95.25,379
SEI Large Cap Disciplined Eq A (SIIT),Large Blend,38.47,SCPAX,8/28/2003,7/31/2015,96.71,498
SEI Large Cap Diversified Alpha A (SIIT),Large Blend,64.88,SCDAX,2/28/2006,7/31/2015,94.4,199
SEI Large Cap Growth A (SIMT),Large Growth,58.88,SELCX,12/20/1994,7/31/2015,97.42,316
SEI Large Cap Index A (SIIT),Large Blend,23.43,LCIAX,4/1/2002,7/31/2015,98.89,"1,024"
SEI Large Cap Value A (SIMT),Large Value,59.88,TRMVX,4/20/1987,7/31/2015,96.19,273
SEI Mid-Cap A (SIMT),Mid Blend,74.48,SEMCX,2/25/1993,7/31/2015,96.25,247
SEI S&P 500 Index A (SIIT),Large Blend,13.73,SPINX,12/18/2013,7/31/2015,98.09,506
SEI S&P 500 Index E (SIMT),Large Blend,13.73,TRQIX,7/31/1985,7/31/2015,98.58,505
SEI Small Cap A (SIIT),Small Growth,82.17,SLPAX,6/14/1996,7/31/2015,96.83,964
SEI Small Cap A (SIMT),Small Growth,79.69,SLLAX,9/30/2009,7/31/2015,93.04,841
SEI Small Cap Growth A (SIMT),Small Growth,71.7,SSCGX,4/20/1992,7/31/2015,96.24,637
SEI Small Cap II A (SIIT),Small Growth,79.14,SECAX,4/9/2012,7/31/2015,97.78,793
SEI Small Cap Value A (SIMT),Small Value,76.43,SESVX,12/20/1994,7/31/2015,95.57,641
SEI Small/Mid Cap Equity A (SIIT),Small Blend,67.34,SSMAX,12/15/2003,7/31/2015,96.08,796
SEI Tax-Managed Large Cap A (SIMT),Large Blend,48.98,TMLCX,3/5/1998,7/31/2015,95.29,537
SEI Tax-Managed Mgd Volatility A (SIMT),Large Value,78.31,TMMAX,12/20/2007,7/31/2015,93.29,250
SEI Tax-Managed Small/Mid Cap A (SIMT),Small Blend,65.12,STMSX,10/31/2000,7/31/2015,93.74,"1,395"
SEI US Managed Volatility A (SIIT),Large Value,77.65,SVYAX,12/31/2008,7/31/2015,96.11,364
SEI US Managed Volatility A (SIMT),Large Value,76.48,SVOAX,10/28/2004,7/31/2015,94.07,379
Selected American Shares S,Large Blend,85.03,SLASX,2/28/1933,3/31/2015,97.6,58
Sentinel Common Stock A,Large Blend,62.84,SENCX,1/2/1934,6/30/2015,98.22,79
Sentinel Mid Cap A,Mid Growth,92.17,SNTNX,9/15/1969,6/30/2015,96.49,52
Sentinel Small Company A,Small Growth,90.62,SAGWX,3/1/1993,6/30/2015,100,80
Sentinel Sustainable Core Opp A,Large Blend,68.39,MYPVX,6/13/1996,6/30/2015,98.86,79
Sentinel Sustainable Mid Cap Opp A,Mid Growth,92.17,WAEGX,2/8/1994,6/30/2015,95.95,53
Sequoia,Large Growth,93.08,SEQUX,7/15/1970,3/31/2015,87.08,44
Sextant Growth,Large Growth,72.97,SSGFX,9/4/1987,7/31/2015,92.59,60
Shelton Core Value Direct,Large Value,70.79,EQTIX,9/9/1996,6/30/2015,98.02,96
Shelton Green Alpha,Mid Growth,98.52,NEXTX,3/12/2013,6/30/2015,88.1,54
Shelton Nasdaq-100 Index Direct,Large Growth,51.24,NASDX,1/18/2000,6/30/2015,97.12,108
Shelton S&P 500 Index Direct,Large Blend,13.92,SPFIX,4/20/1992,6/30/2015,99.15,506
Shelton S&P Midcap Index Direct,Mid Blend,75.71,SPMIX,4/20/1992,6/30/2015,98.78,388
Shelton S&P Smallcap Index Direct,Small Blend,69.2,SMCIX,10/2/1996,6/30/2015,99.12,582
Sirios Focus Institutional,Large Growth,91.66,SFDIX,12/20/2013,6/30/2015,88.06,51
Sit Dividend Growth I,Large Blend,66.64,SDVGX,12/31/2003,6/30/2015,100.91,92
Sit Large Cap Growth,Large Growth,58.75,SNIGX,9/2/1982,6/30/2015,98.78,82
Sit Mid Cap Growth,Mid Growth,91.89,NBNGX,9/2/1982,6/30/2015,98.66,95
Sit Small Cap Growth,Mid Growth,97.38,SSMGX,7/1/1994,6/30/2015,98.89,101
Skybridge Dividend Value I,Large Value,64,SKYIX,4/7/2014,6/30/2015,96.66,32
Small Cap Value,Small Value,99.05,SCAPX,12/16/2005,3/31/2015,99.11,23
Smead Value Investor,Large Blend,80.98,SMVLX,1/2/2008,7/31/2015,95.43,31
Smith Group Large Cap Core Growth Instl,Large Growth,89.59,BSLGX,6/1/2007,6/30/2015,98.17,41
Smith Group Small Cap Focused Gr Instl,Small Growth,93.78,SGSNX,12/30/2013,6/30/2015,98.98,43
Snow Capital Dividend Plus A,Large Value,79.78,SDPAX,3/28/2013,3/31/2015,89.19,41
Snow Capital Focused Value A,Large Value,90.2,SFOAX,3/28/2013,3/31/2015,98.01,25
Snow Capital Infl Advtgd Equities A,Large Value,79.62,SIAAX,3/28/2013,3/31/2015,95.19,32
Snow Capital Market Plus A,Large Value,65.45,SPLAX,3/28/2013,3/31/2015,94.04,58
Snow Capital Mid Cap Value A,Mid Value,91.28,SNMAX,3/28/2013,3/31/2015,90.23,43
Snow Capital Opportunity A,Large Value,106.37,SNOAX,4/28/2006,6/30/2015,85.15,36
Snow Capital Small Cap Value A,Small Value,94.18,SNWAX,11/30/2010,6/30/2015,100,59
Sound Shore Investor,Large Value,90.46,SSHFX,5/17/1985,3/31/2015,94.95,39
Sparrow Growth A,Mid Growth,97.63,SGFFX,10/1/1998,2/28/2015,97.41,111
Spirit of America Large Cap Value A,Large Blend,45.9,SOAVX,8/1/2002,6/30/2015,95.54,151
SSgA Dynamic Small Cap N,Small Blend,79.88,SVSCX,7/1/1992,6/30/2015,99.2,422
SSgA Enhanced Small Cap N,Small Blend,80.93,SESPX,3/21/2005,6/30/2015,97.6,600
SSgA S&P 500 Index N,Large Blend,13.72,SVSPX,12/30/1992,7/31/2015,96.3,507
STAAR Larger Company Stock,Large Growth,96.58,SITLX,4/4/1996,3/31/2015,91.97,53
STAAR Smaller Company Stock,Small Blend,99.11,SITSX,4/4/1996,3/31/2015,95.92,30
State Farm Equity A Legacy,Large Blend,63.27,SLEAX,12/18/2000,6/30/2015,96.59,133
State Farm Growth,Large Blend,73.64,STFGX,5/1/1967,6/30/2015,98.96,78
State Farm S&P 500 Index A Legacy,Large Blend,13.56,SLIAX,12/18/2000,6/30/2015,95.31,504
State Farm Small Cap Index A Legacy,Small Blend,41.49,SMIAX,12/18/2000,6/30/2015,96.59,"2,002"
State Farm Small/Mid Cap Equity A Legacy,Small Blend,93.25,SFSAX,12/18/2000,6/30/2015,98.9,195
State Street Equity 500 Index Adm,Large Blend,13.72,STFAX,4/18/2001,7/31/2015,96.3,507
State Street Equity 500 Index II,Large Blend,13.65,SSEYX,8/11/2014,6/30/2015,97.43,506
Steinberg Select Institutional,Mid Growth,97.44,STMIX,10/1/2013,6/30/2015,98.09,30
Sterling Capital Behav Lg Cp Val Eq A,Large Value,68.23,BBTGX,10/9/1992,6/30/2015,97.68,93
Sterling Capital Behav Sm Cp Val Eq Intl,Small Value,80.89,SPSCX,1/2/1997,6/30/2015,98.13,237
Sterling Capital Equity Income A,Large Value,78.45,BAEIX,6/30/2004,6/30/2015,99.66,35
Sterling Capital Mid Value A,Mid Value,92.5,OVEAX,8/1/1996,6/30/2015,95.31,45
Sterling Capital Special Opps A,Large Growth,92.35,BOPAX,6/2/2003,6/30/2015,93.84,30
Steward Large Cap Enhanced Index Inst,Large Blend,35.9,SEECX,10/1/2004,4/30/2015,99.41,477
Steward Small-Mid Cap Enhanced Idx Indv,Small Blend,62.22,TRDFX,1/31/1952,4/30/2015,99.17,976
Stewart Capital Mid Cap,Mid Blend,97.57,SCMFX,12/29/2006,6/30/2015,93.25,35
Stock Dividend,Large Value,78.32,SDIVX,12/27/2004,3/31/2015,97.98,22
Stonebridge Small-Cap Growth,Small Growth,96.7,SBSGX,4/1/1959,10/31/2014,99.81,51
Stralem Equity Instl,Large Blend,73.11,STEFX,1/18/2000,6/30/2015,94.5,36
Strategic Advisers Core,Large Blend,31.38,FCSAX,12/30/2009,6/30/2015,97.38,583
Strategic Advisers Core Multi-Mgr,Large Blend,34.5,FLAUX,11/16/2011,6/30/2015,98.02,389
Strategic Advisers Growth,Large Growth,54.17,FSGFX,6/2/2010,6/30/2015,98.17,279
Strategic Advisers Growth Multi-Mgr,Large Growth,54.95,FMELX,11/16/2011,6/30/2015,98.38,271
Strategic Advisers S-M Cp Multi-Mgr,Small Blend,72.11,FNAPX,12/20/2011,5/31/2015,94.75,631
Strategic Advisers Small-Mid Cap,Small Growth,84.11,FSCFX,6/23/2005,5/31/2015,91.39,651
Strategic Advisers Value,Large Value,57.91,FVSAX,12/30/2008,6/30/2015,97.45,374
Strategic Advisers Value Multi-Mgr,Large Value,60.03,FKMOX,11/16/2011,6/30/2015,98.71,344
Stratton Mid Cap Value,Mid Blend,94.5,STRGX,9/29/1972,6/30/2015,95.51,52
Stratton Small Cap Value,Small Blend,92.46,STSCX,4/12/1993,6/30/2015,95.5,65
Stratus Growth Inst,Large Blend,66.42,STPGX,10/8/1993,6/30/2015,98.05,58
Summit GI US Low Volatility Equity I,Large Blend,70.9,SILVX,2/29/2012,6/30/2015,97.25,103
SunAmerica Focused Alpha Growth A,Large Growth,79.14,FOCAX,7/28/2005,6/30/2015,97.49,32
SunAmerica Focused Alpha Large-Cap A,Large Growth,78.35,SFLAX,12/27/2005,6/30/2015,97.32,22
SunAmerica Focused Dividend Strategy A,Large Value,64.01,FDSAX,6/8/1998,6/30/2015,98.47,33
SunAmerica Select Dividend Growth A,Large Value,83.88,SDVAX,5/1/2014,6/30/2015,99.18,42
SunAmerica Small-Cap A,Small Growth,87.19,SASAX,2/6/2014,6/30/2015,98.89,"1,994"
SunAmerica Strategic Value A,Large Value,67.78,SFVAX,11/1/1999,6/30/2015,99.48,102
Symons Value Institutional,Large Value,93.32,SAVIX,12/22/2006,6/30/2015,88.18,31
T. Rowe Price Blue Chip Growth,Large Growth,55.59,TRBCX,6/30/1993,6/30/2015,99.82,130
T. Rowe Price Capital Opportunity,Large Blend,35.6,PRCOX,11/30/1994,6/30/2015,99.83,260
T. Rowe Price Diversified Mid Cap Growth,Mid Growth,81.07,PRDMX,12/31/2003,6/30/2015,92.18,323
T. Rowe Price Diversified Sm Cap Growth,Small Growth,76.25,PRDSX,6/30/1997,6/30/2015,96.2,297
T. Rowe Price Dividend Growth,Large Blend,66.17,PRDGX,12/30/1992,6/30/2015,95.75,111
T. Rowe Price Equity Income,Large Value,68.51,PRFDX,10/31/1985,6/30/2015,95.58,115
T. Rowe Price Equity Index 500,Large Blend,13.75,PREIX,3/30/1990,6/30/2015,98.9,512
T. Rowe Price Extended Equity Market Idx,Mid Blend,57.79,PEXMX,1/30/1998,6/30/2015,87.06,"1,650"
T. Rowe Price Growth & Income,Large Growth,75.82,PRGIX,12/21/1982,6/30/2015,94.74,70
T. Rowe Price Growth Stock,Large Growth,56.87,PRGFX,4/11/1950,6/30/2015,98.64,108
T. Rowe Price Instl Large Cap Core Gr,Large Growth,55.63,TPLGX,9/30/2003,6/30/2015,99.85,130
T. Rowe Price Instl Large Cap Growth,Large Growth,66.13,TRLGX,10/31/2001,6/30/2015,98.61,84
T. Rowe Price Instl Large Cap Value,Large Value,74.2,TILCX,3/31/2000,6/30/2015,97.12,84
T. Rowe Price Instl Mid-Cap Equity Gr,Mid Growth,86.9,PMEGX,7/31/1996,6/30/2015,97.52,147
T. Rowe Price Instl Small-Cap Stock,Small Growth,82.75,TRSSX,3/31/2000,6/30/2015,97.46,336
T. Rowe Price Instl US Structured Rsrch,Large Blend,35.68,TRISX,10/31/2007,6/30/2015,99.68,261
T. Rowe Price Mid-Cap Growth,Mid Growth,86.92,RPMGX,6/30/1992,6/30/2015,94.4,148
T. Rowe Price Mid-Cap Value,Mid Value,86.1,TRMCX,6/28/1996,6/30/2015,92.39,109
T. Rowe Price New America Growth,Large Growth,60.38,PRWAX,9/30/1985,6/30/2015,99.33,134
T. Rowe Price New Horizons,Small Growth,83.72,PRNHX,6/3/1960,6/30/2015,91.61,274
T. Rowe Price Small-Cap Stock,Small Growth,82.9,OTCFX,6/1/1956,6/30/2015,92.83,340
T. Rowe Price Small-Cap Value,Small Blend,85.9,PRSVX,6/30/1988,6/30/2015,95.61,330
T. Rowe Price Tax-Efficient Equity,Large Growth,63.8,PREFX,12/29/2000,6/30/2015,95.91,382
T. Rowe Price Total Equity Market Idx,Large Blend,29.76,POMIX,1/30/1998,6/30/2015,96,"1,441"
T. Rowe Price US Large-Cap Core Adv,Large Blend,72.37,PAULX,6/26/2009,6/30/2015,94.21,53
T. Rowe Price Value,Large Value,75.22,TRVLX,9/30/1994,6/30/2015,98.53,105
Tanaka Growth,Mid Growth,98.62,TGFRX,12/29/1998,5/31/2015,96.27,32
Tarkio Fund,Mid Growth,97.48,TARKX,6/28/2011,2/28/2015,99.19,28
TCM Small Cap Growth,Small Growth,86.79,TCMSX,10/1/2004,6/30/2015,97.41,96
TCM Small-Mid Cap Growth,Mid Growth,96.37,TCMMX,6/29/2007,6/30/2015,97.29,96
TCW Concentrated Value N,Large Blend,85.32,TGFVX,3/1/2001,6/30/2015,98.58,37
TCW Growth Equities I,Mid Growth,97.49,TGGEX,3/1/2004,6/30/2015,97.65,51
TCW High Dividend Equities I,Large Value,79.12,TGHDX,12/1/2014,6/30/2015,90.35,39
TCW Relative Value Dividend Apprec N,Large Value,71.38,TGIGX,9/19/1986,6/30/2015,99.79,55
TCW Relative Value Large Cap N,Large Value,74.19,TGDVX,1/2/1998,6/30/2015,95.97,48
TCW Relative Value Mid Cap I,Mid Value,90.87,TGVOX,11/3/1997,6/30/2015,97.66,73
TCW Select Equities I,Large Growth,72.03,TGCEX,3/1/1993,6/30/2015,98.82,32
TCW Small Cap Growth I,Small Growth,86.31,TGSCX,3/1/1994,6/30/2015,97.44,81
TCW SMID Cap Growth I,Mid Growth,98.14,TGSDX,11/1/2010,6/30/2015,97.62,67
TETON Westwood Equity AAA,Large Value,79.38,WESWX,1/2/1987,3/31/2015,95.33,49
TETON Westwood Income AAA,Large Value,67.25,WESRX,9/30/1997,3/31/2015,93.24,56
TETON Westwood Mid-Cap Equity A,Mid Growth,92.28,WMCAX,5/31/2013,3/31/2015,100,75
TETON Westwood Mighty Mites AAA,Small Blend,95.93,WEMMX,5/11/1998,3/31/2015,78.54,518
TETON Westwood SmallCap Equity AAA,Small Blend,95.1,WESCX,4/15/1997,3/31/2015,96.67,125
TFS Small Cap,Small Blend,78.35,TFSSX,3/7/2006,4/30/2015,99.1,740
The BeeHive Fund,Large Growth,77.57,BEEHX,9/2/2008,3/31/2015,92.73,27
The Cook & Bynum Fund,Large Blend,93.22,COBYX,7/1/2009,6/30/2015,58.29,11
The Investment House Growth,Large Growth,67.2,TIHGX,12/28/2001,6/30/2015,99.83,52
The MP 63,Large Blend,75.23,DRIPX,3/1/1999,5/31/2015,96.77,64
The Texas Fund Class C,Mid Blend,93.78,TEXCX,9/17/2013,5/31/2015,97.25,126
The Wall Street,Large Growth,77.34,WALLX,12/24/1945,6/30/2015,95.47,45
Third Avenue Small Cap Value Instl,Small Value,95.81,TASCX,4/1/1997,4/30/2015,95.73,63
Thomas White American Opportunities Inv,Mid Blend,90.1,TWAOX,3/4/1999,6/30/2015,100,82
Thompson LargeCap,Large Blend,69.36,THPGX,2/10/1992,6/30/2015,99.92,84
Thompson MidCap,Mid Blend,89.98,THPMX,3/31/2008,6/30/2015,99.97,91
Thomson Horstmann & Bryant Microcap Ins,Small Blend,99.84,THBIX,3/30/2012,6/30/2015,99.51,116
Thomson Horstmann&Bryant Sm Cp Val Instl,Small Blend,93.39,THBLX,11/1/2013,6/30/2015,99.75,72
Thornburg Core Growth A,Large Growth,79.96,THCGX,12/27/2000,6/30/2015,95.48,56
Thornburg Value A,Large Blend,88.41,TVAFX,10/2/1995,6/30/2015,90.77,58
Thrivent Aggressive Allocation A,Large Growth,84.41,TAAAX,6/30/2005,5/31/2015,90.95,557
Thrivent Large Cap Growth A,Large Growth,61.72,AAAGX,10/29/1999,5/31/2015,96.8,40
Thrivent Large Cap Stock A,Large Blend,73.58,AALGX,7/16/1987,5/31/2015,96.53,311
Thrivent Large Cap Value A,Large Value,79.52,AAUTX,10/29/1999,5/31/2015,96.1,59
Thrivent Mid Cap Growth A,Mid Growth,91.82,LBMGX,5/30/1997,5/31/2015,94.62,90
Thrivent Mid Cap Stock A,Mid Blend,90.29,AASCX,6/30/1993,5/31/2015,94.25,79
Thrivent Partner Mid Cap Value A,Mid Value,79.7,TPMAX,6/30/2005,5/31/2015,95.24,98
Thrivent Partner Ser All Cap,Large Growth,73.24,[na],11/30/2001,5/31/2015,98.83,99
Thrivent Partner Ser Growth Stock,Large Growth,56.38,[na],11/30/2001,5/31/2015,97.55,108
Thrivent Partner Ser Mid Cap Value,Mid Value,79.7,[na],4/29/2005,5/31/2015,95.16,98
Thrivent Partner Ser Small Cap Growth,Small Growth,80.03,[na],11/30/2001,5/31/2015,97.95,104
Thrivent Partner Ser Small Cap Value,Small Blend,90.49,[na],4/30/2003,5/31/2015,97.6,184
Thrivent Partner Small Cap Growth A,Small Growth,79.99,TPSAX,6/30/2005,5/31/2015,95.85,104
Thrivent Partner Small Cap Value A,Small Blend,90.49,AALVX,7/17/2001,5/31/2015,98.46,184
Thrivent Ser Aggressive Allocation,Large Blend,70.81,[na],4/29/2005,5/31/2015,90.8,613
Thrivent Ser Large Cap Growth,Large Growth,61.75,[na],1/9/1987,5/31/2015,96.85,40
Thrivent Ser Large Cap Index,Large Blend,13.58,[na],6/14/1995,5/31/2015,99.84,507
Thrivent Ser Large Cap Stock,Large Blend,73.62,[na],3/1/2001,5/31/2015,96.46,312
Thrivent Ser Large Cap Value,Large Value,79.55,[na],11/30/2001,5/31/2015,98.23,59
Thrivent Ser Mid Cap Growth,Mid Growth,91.82,[na],1/30/1998,5/31/2015,94.72,90
Thrivent Ser Mid Cap Index,Mid Blend,75.42,[na],3/1/2001,5/31/2015,99.91,405
Thrivent Ser Mid Cap Stock,Mid Blend,90.29,[na],3/1/2001,5/31/2015,93.29,79
Thrivent Ser Small Cap Index,Small Blend,69.3,[na],6/14/1995,5/31/2015,99.94,603
Thrivent Ser Small Cap Stock,Small Blend,92.95,[na],3/1/2001,5/31/2015,96.5,88
Thrivent Small Cap Stock A,Small Blend,92.95,AASMX,7/1/1996,5/31/2015,98.71,88
TIAA-CREF Enh Lg Cp Gr Idx Inst,Large Growth,57.53,TLIIX,11/30/2007,6/30/2015,99.9,269
TIAA-CREF Enh Lg Cp Val Idx Inst,Large Value,63.53,TEVIX,11/30/2007,6/30/2015,99.66,435
TIAA-CREF Equity Index Instl,Large Blend,29.95,TIEIX,7/1/1999,6/30/2015,99.87,"3,009"
TIAA-CREF Growth & Income Instl,Large Growth,67.89,TIGRX,7/1/1999,6/30/2015,99.57,188
TIAA-CREF Large-Cap Gr Idx Instl,Large Growth,53.99,TILIX,10/1/2002,6/30/2015,98.41,648
TIAA-CREF Large-Cap Growth Inst,Large Growth,52.81,TILGX,3/31/2006,6/30/2015,97.24,91
TIAA-CREF Large-Cap Value Idx Inst,Large Value,58.43,TILVX,10/1/2002,6/30/2015,98.98,688
TIAA-CREF Large-Cap Value Instl,Large Value,72.31,TRLIX,10/1/2002,6/30/2015,99.79,193
TIAA-CREF Mid-Cap Growth Instl,Mid Growth,90.19,TRPWX,10/1/2002,6/30/2015,97.53,124
TIAA-CREF Mid-Cap Value Instl,Mid Value,76.45,TIMVX,10/1/2002,6/30/2015,99.32,252
TIAA-CREF S&P 500 Index Instl,Large Blend,13.7,TISPX,10/1/2002,6/30/2015,99.22,505
TIAA-CREF Small-Cap Blend Idx Inst,Small Blend,38.58,TISBX,10/1/2002,6/30/2015,99.34,"1,979"
TIAA-CREF Small-Cap Equity Instl,Small Blend,78.86,TISEX,10/1/2002,6/30/2015,98.95,300
TIAA-CREF Social Choice Eq Instl,Large Blend,54.24,TISCX,7/1/1999,6/30/2015,99.51,871
Timothy Plan Aggressive Growth A,Mid Growth,98.14,TAAGX,10/5/2000,3/31/2015,98.53,96
Timothy Plan Large/Mid Cap Growth A,Mid Growth,95.63,TLGAX,10/5/2000,3/31/2015,95.83,68
Timothy Plan Large/Mid Cap Value A,Large Blend,97.15,TLVAX,7/14/1999,3/31/2015,79.02,48
Timothy Plan Small Cap Value A,Small Blend,97.13,TPLNX,3/24/1994,3/31/2015,78.91,55
Tocqueville,Large Blend,72.5,TOCQX,1/13/1987,6/30/2015,99.71,64
Tocqueville Opportunity,Mid Growth,92.03,TOPPX,8/1/1994,6/30/2015,99.78,327
Tocqueville Select,Small Value,97.72,TSELX,7/31/1998,6/30/2015,95,29
Toreador Core Retail,Large Blend,82.37,TORLX,6/2/2006,4/30/2015,100,93
Torray,Large Value,76.96,TORYX,12/18/1990,6/30/2015,87.39,36
Touchstone Focused Y,Large Blend,91.75,TFFYX,2/12/1999,6/30/2015,98.51,41
Touchstone Growth Opportunities A,Large Growth,69.08,TGVFX,9/29/1995,6/30/2015,96.97,57
Touchstone Large Cap A,Large Blend,81.41,TACLX,7/9/2014,6/30/2015,98.42,33
Touchstone Mid Cap Growth A,Mid Growth,92.79,TEGAX,10/3/1994,6/30/2015,97.51,67
Touchstone Mid Cap Value A,Mid Value,90.02,TCVAX,9/30/2009,6/30/2015,99.71,78
Touchstone Mid Cap Y,Mid Blend,95.43,TMCPX,1/2/2003,6/30/2015,95.29,29
Touchstone Premium Yield Equity A,Large Value,84.15,TPYAX,12/3/2007,6/30/2015,99.48,44
Touchstone Sands Capital Inst Gr,Large Growth,78.47,CISGX,1/21/2005,5/31/2015,99.2,32
Touchstone Sands Capital Select Growth Z,Large Growth,78.48,PTSGX,8/11/2000,5/31/2015,99.34,32
Touchstone Small Cap Core A,Small Blend,97.42,TSFAX,9/30/2009,6/30/2015,98.99,35
Touchstone Small Cap Growth Y,Small Growth,86.55,MXAIX,2/2/1998,6/30/2015,96.37,85
Touchstone Small Cap Value A,Small Value,90.68,TVOAX,3/4/2002,6/30/2015,96.28,70
Touchstone Small Cap Value Opp Y,Small Blend,94.2,TSOYX,7/25/2003,6/30/2015,97.15,90
Touchstone Value Y,Large Value,64.73,TVLYX,9/10/1998,6/30/2015,99.01,46
Towle Deep Value,Small Value,97.01,TDVFX,10/31/2011,3/31/2015,94.87,33
Transamerica Capital Growth A,Large Growth,70.76,IALAX,3/1/1999,6/30/2015,95.02,41
Transamerica Concentrated Growth I,Large Growth,82.23,TOREX,12/31/2010,6/30/2015,96.64,30
Transamerica Dividend Focused A,Large Value,65.33,TDFAX,1/4/2013,6/30/2015,98.38,38
Transamerica Growth I2,Large Growth,52.23,TJNIX,11/15/2005,6/30/2015,99.74,69
Transamerica Growth Opportunities A,Mid Growth,98.71,ITSAX,3/1/2000,6/30/2015,94.39,61
Transamerica Large Cap Value A,Large Value,74.72,TWQAX,11/15/2010,6/30/2015,95.55,34
Transamerica Mid Cap Growth A,Mid Growth,94.91,MCGAX,10/31/2013,6/30/2015,99.67,41
Transamerica Mid Cap Value I2,Mid Blend,85.23,[na],11/15/2005,6/30/2015,95.46,109
Transamerica Mid Cap Value Opps A,Mid Value,83.03,MCVAX,4/30/2014,6/30/2015,96.07,67
Transamerica Partners Instl Large Core,Large Blend,70.83,DIGIX,9/11/2000,6/30/2015,98.04,102
Transamerica Partners Instl Lg Gr,Large Growth,48.21,DIEGX,9/11/2000,6/30/2015,99.83,128
Transamerica Partners Instl Lg Val,Large Value,69.9,DIVIX,9/11/2000,6/30/2015,99.92,122
Transamerica Partners Instl Mid Gr,Mid Growth,94.91,DIMGX,11/7/2001,6/30/2015,99.42,42
Transamerica Partners Instl Mid Value,Mid Blend,79.04,DIMVX,10/11/2001,6/30/2015,94.7,165
Transamerica Partners Instl Small Core,Small Blend,81.87,DISEX,9/11/2000,6/30/2015,98.57,304
Transamerica Partners Instl Small Gr,Small Growth,90.99,DISGX,5/29/2003,6/30/2015,98.48,54
Transamerica Partners Instl Small Value,Small Blend,94.03,DIVSX,1/23/2003,6/30/2015,94.69,78
Transamerica Partners Instl Stock Index,Large Blend,13.81,DISFX,9/11/2000,6/30/2015,97.3,505
Transamerica Partners Large Core,Large Blend,70.83,DVGIX,2/17/1994,6/30/2015,98.04,102
Transamerica Partners Large Growth,Large Growth,48.21,DVEGX,7/5/1994,6/30/2015,99.83,128
Transamerica Partners Large Value,Large Value,69.9,DVEIX,2/17/1994,6/30/2015,99.92,122
